char,pinyin,division,code
傌,ma4,亻馬,TEm
傍,bang4,亻亠丷冖方,TYQY
傎,dian1,亻十{具上}八,TENT
傏,tang2,亻广コ古,TWDJ
傐,hao4,亻亠口冂口,TYMO
傑,jie2,亻夕㐄木,TQFI
傒,xi1,亻爫幺大,TVAF
傓,shan4,亻户羽,TZCy
傔,qian4,亻䒑⺕〢八,TXLT
傕,jue2,亻冖隹,TQTw
傖,cang1,亻𠆢丶⺕丿口,TUPO
傗,chu4,亻亠幺田,TYAK
傘,san3,𠆢人人人人十,UUUE
備,bei4,亻龷㇒用,THPS
傚,xiao4,亻亠八乂攵,TYTP
傛,rong2,亻穴𠆢口,TWUO
傛,yong3,亻穴𠆢口,TWUO
傜,yao2,亻爫缶,TVPf
傝,ta4,亻日羽,TKCy
傝,tan4,亻日羽,TKCy
傞,suo1,亻⺶工,TXIg
傟,yang3,亻八厶羽,TTAC
傠,fa1,亻訁寸,TYIc
傡,bing4,亻立立,TYYl
傢,jia1,亻宀豕,TWGs
傣,dai3,亻一夫氺,TGJA
傤,zai4,亻十戈车,TEFF
傥,tang3,亻⺌冖口儿,TNOV
傦,gu3,亻骨,TNg
傧,bin1,亻宀亻工八,TWIT
储,chu3,亻讠耂日,TZJK
傩,nuo2,亻又隹,TDTw
傪,ca1,亻厶厶厶𠆢彡,TAUS
傪,can1,亻厶厶厶𠆢彡,TAUS
傪,can4,亻厶厶厶𠆢彡,TAUS
傪,san3,亻厶厶厶𠆢彡,TAUS
傪,sen1,亻厶厶厶𠆢彡,TAUS
傫,lei3,亻田糸,TKAv
催,cui1,亻山隹,TMTw
傭,yong1,亻广彐月⼁,TWSK
傮,zao1,亻龷日日,THKK
傯,zong3,亻{囟框}夊心,TUVR
傰,beng1,亻山月月,TMSS
傰,peng2,亻山月月,TMSS
傱,shuang3,亻彳人人龰,TSUL
傱,song3,亻彳人人龰,TSUL
傲,ao4,亻龶𠂊攵,TEQP
傳,chuan2,亻車⼂寸,TJWI
傳,zhuan4,亻車⼂寸,TJWI
傴,yu3,亻匚口口口,TFOO
債,zhai4,亻龶貝,TENb
傶,qi1,亻戊上小,TFLC
傶,zu2,亻戊上小,TFLC
傷,shang1,亻𠂉日一⼓{两撇},TPSS
傸,chuang3,亻大㐅乂㐅乂,TFTT
傹,jing4,亻音儿,TYVe
傺,chi4,亻{祭上}示,TSFs
傻,sha3,亻{囟框}㐅八夊,TUTV
傼,han4,亻卄一口夫,THOJ
傽,zhang1,亻立早,TYKz
傾,qing1,亻匕頁,TVGy
傿,yan1,亻一止丂灬,TGEX
傿,yan4,亻一止丂灬,TGEX
僀,di4,亻卄一儿冖巾,THQM
僁,su4,亻㇒米心,TPXR
僁,xie4,亻㇒米心,TPXR
僂,lou2,亻口十口女,TOOC
僂,lv3,亻口十口女,TOOC
僃,bei4,亻艹勹用,THSS
僄,piao4,亻覀示,TEFs
僅,jin3,亻革二,THEe
僆,lian2,亻車辶,TJZd
僆,lian4,亻車辶,TJZd
僇,lu4,亻羽𠆢彡,TCUS
僈,man2,亻日罒又,TKMD
僈,man4,亻日罒又,TKMD
僉,qian1,僉,Uq
僊,xian1,亻覀大巳,TEFD
僋,lan4,亻𠆢丶乛貝,TUBN
僋,tan3,亻𠆢丶乛貝,TUBN
僋,tan4,亻𠆢丶乛貝,TUBN
僌,ying2,亻車攵,TJPp
働,dong4,亻㇒車一力,TPGC
僎,zhuan4,亻巳巳龷八,TDHT
像,xiang4,亻⺈口𧰨,TQOR
僐,shan4,亻羊䒑口,TXXO
僑,qiao2,亻夭口冂口,TRMO
僒,jiong3,亻穴⺕丿口,TWPO
僓,tui2,亻口丄貝,TOON
僓,tui3,亻口丄貝,TOON
僔,zun3,亻丷酉寸,TXEI
僕,pu1,亻〢䒑䒑夫,TLXJ
僕,pu2,亻〢䒑䒑夫,TLXJ
僖,xi1,亻士口䒑口,TJXO
僗,lao2,亻火火冖力,TXQC
僗,lao4,亻火火冖力,TXQC
僘,chang3,亻⺌冂口攵,TNOP
僙,guang1,亻龷由八,THKT
僚,liao2,亻大丷日小,TFKC
僛,qi1,亻其欠,THQq
僜,cheng1,亻癶一口䒑,TDOX
僜,deng1,亻癶一口䒑,TDOX
僜,deng4,亻癶一口䒑,TDOX
僜,teng2,亻癶一口䒑,TDOX
僝,chan2,亻尸子子子,TDBB
僞,wei3,亻爫{爲下},TVSu
僟,ji1,亻幺幺戈人,TAFU
僠,bo1,亻㇒米田,TPXK
僡,hui4,亻車⼂心,TJWR
僢,chuan3,亻爫冖夕㐄,TVQF
僢,chun3,亻爫冖夕㐄,TVQF
僣,jian4,亻夫夫日,TJJK
僤,dan4,亻口口日十,TOKE
僥,jiao3,亻土土土兀,TJJG
僦,jiu4,亻亠口小尤,TYCJ
僧,seng1,亻丷𫩏丷日,TXXK
僨,fen4,亻十廾貝,TEHN
僩,xian4,亻門月,TNSv
僪,ju2,亻矛冂八口,TBTO
僪,yu4,亻矛冂八口,TBTO
僫,e4,亻一{亞下}心,TGNR
僬,jiao1,亻隹灬,TTXh
僬,jiao3,亻隹灬,TTXh
僬,jiao4,亻隹灬,TTXh
僭,jian4,亻匚儿匚儿日,TFVK
僮,tong2,亻音土,TYJv
僮,zhuang4,亻音土,TYJv
僯,lin3,亻米夕㐄,TXQF
僰,bo2,木冂木冂人,IMMU
僱,gu4,亻户隹,TZTw
僲,xian1,亻覀夕㐄,TEQF
僳,su4,亻覀米,TEXm
僴,xian4,亻門日,TNKv
僵,jiang1,亻三田田,TIKK
僶,min3,亻黽,TOm
僷,ye4,亻艹世木,THHI
僸,jin4,亻木木示,TIIF
價,jia4,亻覀貝,TENb
價,jie5,亻覀貝,TENb
僺,qiao4,亻口口口木,TOOI
僻,pi4,亻尸口辛,TDOY
僼,feng1,亻冂龷一口䒑,TMOX
僽,zhou1,亻禾火心,TRXR
僽,zhou4,亻禾火心,TRXR
僾,ai4,亻爫冖心夊,TVRV
僿,sai4,亻宀一龷八土,TWTJ
儀,yi2,亻䒑土㇒扌戈,TXFF
儁,jun4,亻隹{雋下},TTMu
儂,nong2,亻冂龷辰,TMHG
儃,chan2,亻亠囗口日一,TYKG
億,yi4,亻音心,TYRx
儅,dang1,亻⺌冖口田,TNOK
儆,jing3,亻艹勹口攵,THOP
儇,xuan1,亻罒一口𧘇,TMOR
儈,kuai4,亻人一𫩏丷日,TUXK
儉,jian3,亻僉,TUq
儊,chu4,亻木木乛龰,TIBL
儋,dan1,亻⺈厂八言,TQTY
儌,jiao3,亻白方攵,TUYP
儍,sha3,亻乂{𠂭无乂}凵八夊,TTTV
儎,zai4,亻十戈車,TEFJ
儏,can4,亻⺊夕又米,TLDX
儐,bin1,亻宀一𣥂貝,TWNN
儑,an2,亻日幺幺灬,TKAX
儑,an4,亻日幺幺灬,TKAX
儒,ru2,亻雨而,TJGe
儓,tai2,亻士口冖至,TJQF
儔,chou2,亻士乛工一口寸,TJOI
儕,chai2,亻亠丷⼁刀{卬左}⼂{介下}二,TYTE
儖,lan2,亻臣{⺮右}皿,TFPM
儗,ni3,亻匕矢龴乛龰,TVBL
儘,jin3,亻彐丄灬皿,TBXM
儙,qian4,亻口丄尸コ辶,TODZ
儚,meng2,亻艹罒冖夕,THQQ
儛,wu3,亻𠂉卅歹ヰ,TPGF
儜,ning2,亻宀心皿丁,TWME
儝,qiong2,亻火火冖木,TXQI
儞,ni3,亻爾,TJe
償,chang2,亻⺌冖口貝,TNON
儠,la4,亻巛囗㐅𠄌{四点}𠄌㇂,TCCC
儠,lie4,亻巛囗㐅𠄌{四点}𠄌㇂,TCCC
儡,lei3,亻田田田,TKKK
儢,lv3,亻虍田心,TLKR
儣,kuang3,亻广龷由八,TWKT
儤,bao4,亻日龷八氺,TKTA
儥,di2,亻士罒貝,TJMN
儥,du2,亻士罒貝,TJMN
儥,yu4,亻士罒貝,TJMN
儦,biao1,亻鹿灬,TWXh
儧,zan3,亻夫夫貝,TJJN
儨,zhi2,亻𠂆丅𠂆丅貝,TRJN
儩,si4,亻貝日⼓{两撇},TNSS
優,you1,亻丆月冖心夊,TGRV
儫,hao2,亻亠口冖豕,TYQG
儬,chen4,亻龶⺝見,TESN
儭,chen4,亻立朩見,TYIN
儮,li4,亻厂禾禾止,TGRL
儯,teng2,亻丷夫馬,TXJE
儰,wei3,亻艹爫{爲下},THVS
儱,long3,亻立⺝{龍右},TYSL
儲,chu2,亻訁耂日,TYJK
儲,chu3,亻訁耂日,TYJK
儳,chan4,亻⺈口比⺈口儿丶,TQVW
儴,rang2,亻衣口口一龷,TWGH
儴,xiang1,亻衣口口一龷,TWGH
儵,shu4,亻丨夂黑,TKVM
儶,hui4,亻山隹冂八口,TMTO
儶,xie2,亻山隹冂八口,TMTO
儷,li4,亻一冂⺀一冂鹿,TGMW
儸,luo2,亻罒糹隹,TMAT
儹,zan3,亻𠂒儿𠂒儿貝,TPVN
儺,nuo2,亻卄一口夫隹,THJT
儻,tang3,亻⺌冖口黑,TNOM
儼,yan3,亻口口厂乛耳攵,TOHP
儽,lei3,亻田田田糸,TKKA
儾,nang4,亻十口冖口口一龷𧘇,TEHR
儿,er2,儿,Ve
儿,ren2,儿,Ve
兀,wu4,兀,Gw
允,yun3,厶儿,AVei
兂,zan1,ヰ乚,FCu
元,yuan2,一兀,GGw
兄,xiong1,口儿,OVe
充,chong1,亠厶儿,YAVe
兆,zhao4,儿冫{飞右},VXTe
兇,xiong1,㐅凵儿,TAVi
先,xian1,𠂒儿,PVe
光,guang1,⺌兀,NGw
兊,dui4,八厶儿,TAVe
克,ke4,古儿,JVeg
兌,dui4,八口儿,TOVe
免,mian3,⺈口儿,QOVe
兎,tu4,㇒口儿丶,POVW
兏,chang2,厂⺊一儿,GLVc
児,er2,丨日儿,KKVe
兑,dui4,丷口儿,XOVe
兑,duo2,丷口儿,XOVe
兑,rui4,丷口儿,XOVe
兒,er2,臼儿,UVej
兒,r5,臼儿,UVej
兓,jin1,匚儿匚儿,FVVf
兓,zan4,匚儿匚儿,FVVf
兔,tu4,⺈口儿丶,QOVW
兕,si4,{雋下}兀,MGw
兖,yan3,亠八厶儿,YTAV
兗,yan3,亠八口儿,YTOV
兘,shi3,一兀厶口,GGAO
兙,shi2,古儿十,JVEg
党,dang3,⺌冖口儿,NQOV
兛,qian1,古儿千,JVRg
兜,dou1,白{卬左}コ儿,UVVb
兝,fen1,古儿八刀,JVDg
兞,mao2,古儿毛,JVRg
兟,shen1,𠂒儿𠂒儿,PVPV
兠,dou1,白丬匕儿,UXVb
兡,bai3,古儿丆日,JVKg
兢,jing1,古儿古儿,JVVg
兣,li3,古儿厂甲二,JVEg
兤,huang2,⺌兀广龷由八,NGKT
入,ru4,入,Vr
兦,wang2,入𠃊,VCur
內,nei4,冂入,MVr
全,quan2,𠆢王,UEv
兩,liang3,一巾入入,GMVV
兪,yu2,入一⺝巜,VGCr
八,ba1,八,Tu
公,gong1,八厶,TAi
六,liu4,亠八,YTu
兮,xi1,八丂,TEk
兯,han5,丷𰆊,XAe
兰,lan2,䒑二,XEe
共,gong4,龷八,HTu
兲,tian1,王八,ETu
关,guan1,䒑大,XFd
关,xiao4,䒑大,XFd
兴,xing4,⺍一八,ZGTu
兵,bing1,亻工八,TITu
其,qi2,其,Hq
具,ju4,{具上}八,NTuq
典,dian3,冂龷八,MHTu
兹,zi1,䒑幺幺,XAAy
兺,fen1,八刀口匕,TDOV
养,yang3,䒑夫{介下},XJTu
兼,jian1,䒑⺕〢八,XBLT
兽,shou4,丷田一口,XKGO
兾,ji4,丷田龷八,XKHT
兿,yi4,䒑扌九丶二厶,XFEA
冀,ji4,丬匕田龷八,XVHT
冁,chan3,丷日十尸艹{畏下},XKHF
冂,jiong1,冂,Mu
冃,mao4,冂二,MEe
冄,ran3,冂二,MEe
内,na4,冂人,MUu
内,nei4,冂人,MUu
内,rui4,冂人,MUu
円,yuan2,冂丄,MOu
冇,mao3,𠂇冂,HMu
冈,gang1,冂㐅,MTi
冈,wang3,冂㐅,MTi
冉,ran3,冂土,MJv
冊,ce4,冊,mu
冋,jiong1,冂口,MOv
冋,jiong3,冂口,MOv
册,ce4,⺆⺆一,SSGu
册,zha4,⺆⺆一,SSGu
再,zai4,王冂,EMu
冎,gua3,冎,Nu
冏,jiong3,冂八口,MTOv
冐,mao4,曰月,KSv
冑,zhou4,由冂二,KMEy
冒,mao4,曰目,KNv
冓,gou4,一龷冂土,GHMJ
冔,xu3,曰口一{于下},KOGI
冕,mian3,曰⺈口儿,KQOV
冖,mi4,冖,Qu
冗,rong3,冖几,QQj
冘,yin2,冖儿,QVe
写,xie3,冖丂一,QEGu
冚,kan3,冖山,QMv
军,jun1,冖车,QFc
农,nong2,冖𧘇,QRu
冝,yi2,冖且,QNq
冞,mi2,冖米,QXm
冟,shi4,冖白匕,QUVi
冠,guan1,冖一兀寸,QGGI
冠,guan4,冖一兀寸,QGGI
冡,meng2,冖一豕,QGGs
冢,zhong3,冖豕丶,QGWu
冣,ju4,冖耳又,QHDo
冤,yuan1,冖⺈口儿丶,QQVW
冥,ming2,冖日亠八,QKYT
冦,kou4,冖一兀攴,QGGL
冧,lin2,冖木木,QIIv
冨,fu4,冖一口田,QGOK
冩,xie3,冖臼勹灬,QUSX
冪,mi4,冖艹日大巾,QHFM
冫,bing1,冫,Xs
冬,dong1,夂⺀,VZu
冭,tai2,大⺀,FZud
冮,gang1,冫工,XIgs
冯,feng2,冫马,XAms
冰,bing1,冫水,XAss
冱,hu4,冫二{互中},XECs
冲,chong1,冫口丨,XOKs
决,jue2,冫𠃍大,XBFs
冴,hu4,冫牙,XFys
况,kuang4,冫口儿,XOVs
冶,ye3,冫厶口,XAOs
冷,leng3,冫𠆢丶龴,XUDs
冸,pan4,冫丷キ,XXFs
冹,fu2,冫𠂇又丶,XHWs
冺,min3,冫巳七,XDFs
冻,dong4,冫七小,XFCs
冼,xian3,冫𠂒儿,XPVs
冽,lie4,冫歹刂,XGLs
冾,qia4,冫人一口,XUOs
冿,jian1,冫⺕キ,XBFs
净,cheng1,冫⺈⺕亅,XQBs
净,jing4,冫⺈⺕亅,XQBs
凁,shu4,冫木口,XIOs
凂,mei3,冫⺈口儿,XQVs
凃,tu2,冫𠆢一朩,XUIs
凄,qi1,冫十彐女,XECs
凅,gu4,冫囗古,XNJs
准,zhun3,冫隹,XTws
凇,song1,冫木八厶,XIAs
凈,cheng1,冫爫⺕亅,XVBs
凈,jing4,冫爫⺕亅,XVBs
凉,liang2,冫亠口小,XYCs
凊,jing4,冫龶⺝,XESs
凋,diao1,冫⺆土口,XSOs
凌,ling2,冫土八夊,XJVs
凍,dong4,冫木日,XIKs
凎,gan4,冫金,XVvs
减,jian3,冫戊一口,XFOs
凐,yin1,冫覀土,XEJs
凑,cou4,冫一夫一大,XGFs
凒,yi2,冫山一口䒑,XMXs
凓,li4,冫覀木,XEIs
凔,cang1,冫𠆢丶⺕丿口,XUOs
凕,ming3,冫冖日亠八,XQTs
凖,,冫隹十,XTEs
凗,cui1,冫山隹,XMTs
凘,si1,冫其𠂆丅,XHJs
凙,duo2,冫罒土䒑十,XMEs
凚,jin4,冫木木示,XIFs
凛,lin3,冫亠囗口示,XYFs
凜,lin3,冫亠囗口禾,XYRs
凝,ning2,冫匕矢龴乛龰,XVLs
凞,xi1,冫丿臣巳灬,XPXs
凟,du2,冫士罒貝,XJNs
几,ji1,几,Qj
几,ji3,几,Qj
凡,fan2,凡,Qa
凢,fan2,㇒几,PQj
凣,fan2,丨几,KQj
凤,feng4,𠘨又,QDoj
凥,ju1,尸几,DQj
処,chu3,夂几,VQj
凧,zheng1,𠘨巾,QMjj
凨,feng1,𠘨二厶,QEAj
凩,mu4,𠘨木,QIvj
凪,zhi3,𠘨止,QLzj
凫,fu2,{鸟上}几,SQjn
凬,feng1,𠘨一日,QGKj
凭,ping2,亻壬几,TRQj
凮,feng1,𠘨丆日,QGKj
凯,kai3,山己几,MDQj
凰,huang2,𠘨白王,QUEj
凱,kai3,山一口䒑几,MGXQ
凲,gan1,𠘨䒑⺕〢八,QXTj
凳,deng4,癶一口䒑几,DGXQ
凴,ping2,冫馬几,XEQs
凵,qu1,凵,Au
凶,xiong1,㐅凵,TAui
凷,kuai4,土凵,JAu
凸,tu1,⼁一⼁𠃍𠃍一,KGBG
凹,ao1,{雋下}一,MGu
出,chu1,屮凵,AAu
击,ji1,キ凵,FAu
凼,dang4,水凵,AAus
函,han2,乛水凵,BAAu
凾,han2,了口又凵,BOAl
凿,zao2,〢䒑䒑十凵,LXEA
刀,dao1,刀,Dd
刁,diao1,𠃌㇀,BGu
刂,dao1,刂,Ld
刃,ren4,刀丶,DWud
刄,ren4,刀乀,DWud
刅,chuang1,刀八,DTud
分,fen1,八刀,TDd
分,fen4,八刀,TDd
切,qie1,七刀,FDdq
切,qie4,七刀,FDdq
刈,yi4,㐅刂,TLdi
刉,ji1,𠂉乙刂,PBLd
刊,kan1,干刂,ELdg
刋,qian4,千刂,RLdq
刌,cun3,寸刂,ILdc
刍,chu2,⺈彐,QBu
刎,wen3,⼓{两撇}刂,SSLd
刏,ji1,气刂,PLdq
刐,dan3,⺆亠刂,SYLd
刑,xing2,一廾刂,GHLd
划,hua2,戈刂,FLdg
刓,wan2,一兀刂,GGLd
刔,jue2,𠃍大刂,BFLd
刕,li2,刀刀刀,DDDd
刖,yue4,月刂,SLd
列,lie4,歹刂,GLdd
刘,liu2,文刂,YLdw
则,ze2,贝刂,MLdb
刚,gang1,冂㐅刂,MTLd
创,chuang4,𠆢㔾刂,UBLd
刜,fu2,弓{介下}刂,DTLg
初,chu1,衤刀,WDdi
刞,qu4,且刂,NLdq
刟,ju1,刀口刂,DOLd
删,shan1,⺆⺆一刂,SSGL
刡,min3,巳七刂,DFLs
刢,ling2,𠆢丶龴刂,UWDL
刣,zhong1,厶口刂,AOLi
判,pan4,丷キ刂,XFLd
別,bie2,口⺈刂,OQLd
刦,jie2,土厶刂,JALd
刧,jie2,土厶刀,JADd
刨,bao4,勹巳刂,SDLd
刨,pao2,勹巳刂,SDLd
利,li4,禾刂,RLd
刪,shan1,冊刂,mLd
别,bie2,口力刂,OCLd
别,bie4,口力刂,OCLd
刬,chan3,一戈刂,GFLd
刭,jing3,ス工刂,DILd
刮,gua1,千口刂,ROLq
刯,geng1,二日刂,EKLe
到,dao4,至刂,FLdz
刱,chuang4,二{介下}刀八,ETTe
刲,kui1,土土刂,JJLd
刳,ku1,大一丂刂,FGLd
刴,duo4,乃木刂,AILn
刵,er4,耳刂,HLde
制,zhi4,牛冂刂,PMLn
刷,shua1,尸巾刂,DMLd
刷,shua4,尸巾刂,DMLd
券,quan4,丷夫刀,XJDd
刹,cha4,㐅朩刂,TILi
刹,sha1,㐅朩刂,TILi
刺,ci1,木冂刂,IMLd
刺,ci4,木冂刂,IMLd
刻,ke4,亥刂,YLdh
刼,jie2,土厶刀丶,JADW
刽,gui4,人二厶刂,UEAL
刾,ci4,夫丷刂,JXLf
刿,gui4,山夕刂,MQLd
剀,kai3,山己刂,MDLd
剁,duo4,𠘧木刂,QILj
剂,ji4,文{介下}刂,YTLw
剃,ti4,丷弓丨㇒刂,XDPL
剄,jing3,一巛工刂,GCIL
剅,dou1,一口䒑刂,GOXL
剅,lou2,一口䒑刂,GOXL
剆,luo3,⼂彐厶刂,WBAL
則,ze2,貝刂,NLdb
剈,yuan1,口⺝刂,OSLd
剉,cuo4,人人土刂,UUJL
削,xiao1,⺌⺝刂,NSLd
削,xue1,⺌⺝刂,NSLd
剋,ke4,古儿刂,JVLg
剋,kei1,古儿刂,JVLg
剌,la2,木口刂,IOLd
剌,la4,木口刂,IOLd
前,qian2,䒑⺝刂,XSLd
剎,cha4,㐅木丶刂,TILi
剎,sha1,㐅木丶刂,TILi
剏,chuang4,䒑廾刀丶,XHDW
剐,gua3,口冂人刂,OMUL
剑,jian4,人二⺍刂,UEZL
剒,cuo4,龷日刂,HKLd
剓,li2,禾⼓⼃刀,RSPD
剔,ti1,日⼓{两撇}刂,KSSL
剕,fei4,非刂,LLdf
剖,pou1,立口刂,YOLl
剗,chan3,戈戈刂,FFLg
剗,chan4,戈戈刂,FFLg
剘,qi2,其刂,HLdq
剙,chuang4,䒑廾刀八,XHDT
剚,zi4,{于下}口彐刂,IOBL
剛,gang1,冂䒑山刂,MXML
剜,wan1,宀夕㔾刂,WQBL
剝,bao1,{互中}一氺刂,CGAL
剝,bo1,{互中}一氺刂,CGAL
剞,ji1,大丁口刂,FELd
剟,duo1,又又又又刂,DDLo
剠,lve4,亠口小刂,YOCL
剠,qing2,亠口小刂,YOCL
剡,shan4,火火刂,XXLd
剡,yan3,火火刂,XXLd
剢,du1,豕丶刂,GWLs
剢,zhuo2,豕丶刂,GWLs
剣,jian4,𠆢一口人刂,UGUL
剤,ji4,文{介下}二刂,YTLw
剥,bao1,⼹氺刂,BALd
剥,bo1,⼹氺刂,BALd
剥,pu1,⼹氺刂,BALd
剦,yan1,大电刂,FKLd
剧,ju4,尸古刂,DJLd
剨,huo1,丰石刂,IGLf
剨,huo4,丰石刂,IGLf
剩,sheng4,禾丬匕刂,RXVL
剪,jian3,䒑⺝刂刀,XSLD
剫,du4,广卄一又刂,WHLg
剫,duo2,广卄一又刂,WHLg
剬,duan1,山而刂,MGLd
剬,tuan2,山而刂,MGLd
剬,zhi4,山而刂,MGLd
剭,wu1,尸至刂,DFLd
剮,gua3,冎口刂,NOLd
副,fu4,一口田刂,GOKL
剰,sheng4,禾龷刂,RHLd
剱,jian4,𠆢一口人刀丶,UGDW
割,ge1,宀丰口刂,WIOL
剳,da2,艹人一口刂,HUOL
剳,zha2,艹人一口刂,HUOL
剴,kai3,山一口䒑刂,MGXL
創,chuang1,𠆢丶⺕丿口刂,UWOL
創,chuang4,𠆢丶⺕丿口刂,UWOL
剶,chuan1,{互中}豕刂,CGLd
剷,chan3,立⼃生刂,YPLl
剸,tuan2,車⼂寸刂,JWLc
剹,jiu1,羽𠆢彡刂,CULy
剹,lu4,羽𠆢彡刂,CULy
剺,li2,未攵厂刀,IPDw
剻,peng3,山月月刂,MSSL
剼,shan1,厶厶厶𠆢彡刂,AALi
剽,piao1,覀示刂,EFLx
剾,kou1,匚口口口刂,FOLf
剿,chao1,巛日木刂,CKLc
剿,jiao3,巛日木刂,CKLc
劀,gua1,矛冂八口刂,BMLm
劁,qiao1,隹灬刂,TXLw
劂,jue2,厂䒑䶹欠刂,GXLc
劃,hua2,彐土田一刂,BJGL
劃,hua4,彐土田一刂,BJGL
劄,zha2,𥫗人一口刂,PUOL
劅,zhuo4,罒勹虫刂,MSLw
劆,lian2,广䒑⺕〢八刂,WXLg
劇,ju4,虍豕刂,LGLh
劈,pi1,尸口辛刀,DOYD
劈,pi3,尸口辛刀,DOYD
劉,liu2,{卬左}⼂刀金刂,VWVL
劊,gui4,人一𫩏丷日刂,UGKL
劋,chao1,口口口木刂,OOIL
劋,jiao3,口口口木刂,OOIL
劌,gui4,止戊一𣥂刂,LFLz
劍,jian4,僉刂,ULdq
劎,jian4,僉刀,UDdq
劏,tang1,⺌冖口田刂,NQKL
劐,hua2,艹隹又刂,HTDL
劐,huo1,艹隹又刂,HTDL
劐,huo4,艹隹又刂,HTDL
劑,ji4,亠丷⼁刀{卬左}⼂{介下}二刂,YXEL
劒,jian4,僉刀丶,UDWq
劓,yi4,鼻刂,TLdb
劔,jian4,僉刀乀,UDWq
劕,zhi4,𠂆丅𠂆丅貝刂,RJNL
劖,chan2,⺈口比⺈口儿丶刂,QOWL
劗,jian3,𠂒儿𠂒儿貝刂,PVNL
劗,zuan1,𠂒儿𠂒儿貝刂,PVNL
劘,mo2,麻非刂,WLLm
劙,li2,{互中}豕虫虫刂,CGLL
劚,zhu3,尸氺罒勹虫刂,DALL
力,li4,力,Cl
劜,ya4,力乚,CCul
劝,quan4,又力,DClo
办,ban4,力八,CTul
功,gong1,工力,IClg
加,jia1,力口,COvl
务,wu4,夂力,VCl
劢,mai4,丆𠃌力,GBCl
劣,lie4,𡭔㇒力,CPCx
劤,jin4,𠂆丅力,RJCl
劥,keng1,亠几力,YQCl
劦,lie4,力力力,CCCl
劦,xie2,力力力,CCCl
劧,zhi3,手力,RCls
动,dong4,二厶力,EACe
助,zhu4,且力,NClq
努,nu3,女又力,CDCl
劫,jie2,土厶力,JACl
劬,qu2,勹口力,SOCl
劭,shao4,刀口力,DOCd
劮,yi4,㇒夫力,PJCl
劯,zhu1,石力,GCl
劰,mo4,白力,UClb
励,li4,厂丆𠃌力,GGCc
劲,jin4,ス工力,DICl
劳,lao2,艹冖力,HQCl
労,lao2,⺍冖力,ZQCl
劵,quan4,丷夫力,XJCl
劶,kou3,𠂆一口力,RGOC
劷,yang2,羊力,XCly
劸,wa1,土土力,JJCl
効,xiao4,亠八乂力,YTTC
劺,mou2,厶牛力,APCi
劻,kuang1,匚王力,FECf
劼,jie2,士口力,JOCl
劽,lie4,歹刂力,GLCd
劾,he2,亥力,YClh
势,shi4,扌九丶力,FRWC
勀,ke4,古儿力,JVCg
勁,jin4,一巛工力,GCIC
勁,jing4,一巛工力,GCIC
勂,gao4,𠂒口力,POCl
勃,bo2,十冖子力,EQBC
勄,min3,𠂉母力,PCCl
勅,chi4,木口力,IOCl
勆,lang2,⼂彐𠃋力,WBCC
勇,yong3,龴用力,DSCl
勈,yong3,龴用力,DSCl
勉,mian3,⺈口儿力,QOVC
勊,ke4,古儿力,JVCg
勋,xun1,口贝力,OMCl
勌,juan1,丷夫㔾力,XJBC
勌,juan4,丷夫㔾力,XJBC
勍,qing2,亠口小力,YOCC
勎,lu4,土八土力,JTJC
勏,bu4,立口力,YOCl
勐,meng3,子皿力,BMCz
勑,chi4,來力,ICll
勑,lai4,來力,ICll
勒,le4,革力,HClg
勒,lei1,革力,HClg
勓,kai4,比白力,VUCb
勔,mian3,面力,GClm
動,dong4,㇒車一力,PJGC
勖,xu4,曰目力,KNCl
勗,xu4,日且力,KNCl
勘,kan1,其𠃊力,HCCq
務,wu4,矛夂力,BVCm
勚,yi4,世贝力,HMCs
勛,xun1,口貝力,ONCl
勜,weng3,八厶羽力,TACC
勜,yang3,八厶羽力,TACC
勝,sheng4,月丷夫力,SXJC
勞,lao2,火火冖力,XXQC
募,mu4,艹日大力,HKFC
勠,lu4,羽𠆢彡力,CUCy
勡,piao4,覀示力,EFCx
勢,shi4,土八土九丶力,JTWC
勣,ji4,龶貝力,ENCl
勤,qin2,革二力,HECg
勥,jiang3,弓口虫力,DOCg
勥,jiang4,弓口虫力,DOCg
勥,qiang3,弓口虫力,DOCg
勦,chao1,巛日木力,CKCc
勦,jiao3,巛日木力,CKCc
勧,quan4,𠂉一隹力,PGTC
勨,xiang4,⺈口𧰨力,QORC
勩,yi4,世貝力,HNCs
勪,jue2,夭口冂口力,ROCy
勫,fan1,㇒米田力,PXKC
勬,juan1,丷夫糸力,XJAC
勭,dong4,音土力,YJCn
勭,tong2,音土力,YJCn
勮,ju4,虍豕力,LGCh
勯,dan1,亠囗口日一力,YNGC
勰,xie2,力力力田心,CCRl
勱,mai4,艹禺力,HKCl
勲,xun1,㇒車一力灬,PJCX
勳,xun1,千黑力,RMCq
勴,lv4,虍田心力,LKCh
勵,li4,厂艹禺力,GHCc
勶,che4,彳亠厶⺝攵力,SYCr
勷,rang2,衣口口一龷力,WOCy
勸,quan4,艹口口隹力,HOTC
勹,bao1,勹,Su
勺,shao2,勹丶,SWu
勻,yun2,勹二,SEe
勼,jiu1,勹九,SRj
勽,bao4,勹人,SUu
勾,gou1,勹厶,SAi
勾,gou4,勹厶,SAi
勿,wu4,⼓{两撇},SSu
匀,jun1,勹冫,SXs
匀,yun2,勹冫,SXs
匀,yun4,勹冫,SXs
匁,,勹乂,STi
