一	〔一・Gu〕
㽶	〔疒己・WDjb〕
㽷	〔疒水・WAsb〕
㽸	〔疒冖儿・WQVb〕
㽹	〔疒𠂆又・WRDb〕
㽺	〔疒乃⼂・WAWb〕
㽻	〔疒十又・WEDb〕
㽼	〔疒弓丨・WDKb〕
㽽	〔疒古・WJgb〕
㽾	〔疒屮凵・WAAb〕
㽿	〔疒瓜・WRgb〕
㾀	〔疒土厶・WJAb〕
㾁	〔疒木丶・WIWb〕
㾂	〔疒厶口・WAOb〕
㾃	〔疒宀匕・WWVb〕
㾄	〔疒由・WKyb〕
㾅	〔疒㇒㇉丨㇒・WPPb〕
㾆	〔疒冂土・WMJb〕
㾇	〔疒目・WNvb〕
㾈	〔疒亻寸・WTIb〕
㾉	〔疒𠆢丶龴・WUDb〕
㾊	〔疒木冂・WIMb〕
㾋	〔疒亻木・WTIb〕
㾌	〔疒𠂒儿・WPVb〕
㾍	〔疒而・WGeb〕
㾎	〔疒{雋下}一・WMGb〕
㾏	〔疒土土・WJJb〕
㾐	〔疒歹刂・WGLb〕
㾑	〔疒人一口・WUOb〕
㾒	〔疒女口・WCOb〕
㾓	〔疒口⺝・WOSb〕
㾔	〔疒口口・WOOb〕
㾕	〔疒辛・WYxb〕
㾖	〔疒甲二・WKEb〕
㾗	〔疒丶艮・WWBb〕
㾘	〔疒一日乂・WGTb〕
㾙	〔疒㐅𠂇巾・WTMb〕
㾚	〔疒止匕二・WLEb〕
㾛	〔疒⺕冖又・WBDb〕
㾜	〔疒大人人・WFUb〕
㾝	〔疒車・WJcb〕
㾞	〔疒酉・WEyb〕
㾟	〔疒止𣥂・WLNb〕
㾠	〔疒犭王・WVEb〕
㾡	〔疒土厶卩・WJAb〕
㾢	〔疒來・WIlb〕
㾣	〔疒金・WVvb〕
㾤	〔疒穴工・WWIb〕
㾥	〔疒上小又・WLDb〕
㾦	〔疒立口・WYOb〕
㾧	〔疒日木・WKIb〕
㾨	〔疒大丁口・WFOb〕
㾩	〔疒千丬匕・WRVb〕
㾪	〔疒𡭔㇒目・WCNb〕
㾫	〔疒户𠕁・WZMb〕
㾬	〔疒比白・WVUb〕
㾭	〔疒禾火・WRXb〕
㾮	〔疒白王・WUEb〕
㾯	〔疒田{畏下}・WKFb〕
㾰	〔疒古月・WJSb〕
㾱	〔疒癶二儿・WDVb〕
㾲	〔疒龶𠂊攵・WEPb〕
㾳	〔疒冫欠女・WXCb〕
㾴	〔疒木且・WINb〕
㾵	〔疒訁十・WYEb〕
㾶	〔疒骨・WNgb〕
㾷	〔疒𠂆虍几・WRQb〕
㾸	〔疒亠口冂口・WYOb〕
㾹	〔疒止匕木・WLIb〕
㾺	〔疒馬・WEmb〕
㾻	〔疒阝𠆢一朩・WBIb〕
㾼	〔疒艮辶・WBZb〕
㾽	〔疒𠂤辶・WUZb〕
㾾	〔疒䒑⺕〢八・WXTb〕
㾿	〔疒⼂彐厶阝・WWBb〕
㿀	〔疒𤣩ソ王・WEEb〕
㿁	〔疒白大十・WUEb〕
㿂	〔疒山王攵・WMPb〕
㿃	〔疒卄一儿冖巾・WHMb〕
㿄	〔疒匚矢殳・WFQb〕
㿅	〔疒彳止龰・WSLb〕
㿆	〔疒禾衣・WRWb〕
㿇	〔疒羽白・WCUb〕
㿈	〔疒{纟上}⼃隹・WCTb〕
㿉	〔疒口丄貝・WONb〕
㿊	〔疒匚儿匚儿日・WFKb〕
㿋	〔疒口口口木・WOIb〕
㿌	〔疒僉・WUqb〕
㿍	〔疒⺈用刀牛・WQPb〕
㿎	〔疒十廾貝・WENb〕
㿏	〔疒⺕丿口羊・WBXb〕
㿐	〔疒走夕夕・WJQb〕
㿑	〔疒羽隹・WCTb〕
㿒	〔疒士乛工一口寸・WJIb〕
㿓	〔疒大人人口龰・WFLb〕
㿔	〔疒田田田・WKKb〕
㿕	〔疒門⺈臼・WNUb〕
㿖	〔疒虍田皿・WLMb〕
㿗	〔疒禾几頁・WRGb〕
㿘	〔疒火火冖口口・WXOb〕
㿙	〔疒罒罒罒大・WMFb〕
㿚	〔疒罒糹隹・WMTb〕
㿛	〔疒一冂⺀一冂鹿・WGWb〕
㿜	〔疒自人一口口口𠕁・WTMb〕
㿝	〔白厶・UAib〕
㿞	〔白毛・URmb〕
㿟	〔白白・UUbb〕
㿠	〔白⺌兀・UNGb〕
㿡	〔白儿冫{飞右}・UVTb〕
㿢	〔日月白・KSUb〕
㿣	〔白日勹人𠃊・UKCb〕
㿤	〔白一夫日・UGKb〕
㿥	〔白冖隹・UQTb〕
㿦	〔士𠃜殳白・JDQU〕
㿧	〔白士乛工一口寸・UJIb〕
㿨	〔白厂禾禾止・UGLb〕
㿩	〔白⺌冖口黑・UNMb〕
㿪	〔皮九丶・DRWp〕
㿫	〔比皮・VDpb〕
㿬	〔皮巴・DDbp〕
㿭	〔𠂆丅丶皮・RJWD〕
㿮	〔冂大皮・MFDp〕
㿯	〔人一口皮・UGOD〕
㿰	〔亠八乂皮・YTTD〕
㿱	〔扌𠂆丅皮・FRJD〕
㿲	〔大丁口皮・FEDd〕
㿳	〔皮巛田・DCKp〕
㿴	〔大耳皮・FHDd〕
㿵	〔皮而大・DGFp〕
㿶	〔亠丷冖方皮・YXYD〕
㿷	〔⺶工皮・XIDy〕
㿸	〔皮日罒又・DKDp〕
㿹	〔皮土羊辶・DJZp〕
㿺	〔日龷八氺皮・KHAD〕
㿻	〔干皿・EMmg〕
㿼	〔一廾皿・GHMm〕
㿽	〔八丂皿・TEMm〕
㿾	〔宀丁皿・WEMm〕
㿿	〔乛龰皿・BLMm〕
䀀	〔氵㔾皿・ZBMm〕
䀁	〔𠂇⺝皿・HSMm〕
䀂	〔宀女皿・WCMm〕
䀃	〔豕皿・GMms〕
䀄	〔宀心㇒皿・WRPM〕
䀅	〔礻土皿・WJMs〕
䀇	〔古缶皿・JPMg〕
䀈	〔⺕厶匚儿皿・BAVM〕
䀉	〔夭口冂口皿・ROMy〕
䀊	〔氵羽𠆢彡皿・ZCSM〕
䀋	〔土𠂉鹵皿・JPLM〕
䀌	〔⺕キ丆日丆日皿・BFKM〕
䀍	〔立早夂工貝皿・YKMl〕
䀎	〔目丂・NEk〕
䀏	〔勹目・SNv〕
䀐	〔目彡・NSs〕
䀑	〔目又丶・NDWu〕
䀒	〔目千・NRq〕
䀓	〔目九丶・NRWu〕
䀔	〔目刀丶・NDWu〕
䀕	〔目弓丨・NDKu〕
䀖	〔目一大・NGFd〕
䀗	〔目𠃍大・NBFd〕
䀘	〔目一廾・NGHv〕
䀙	〔目七刀・NFDd〕
䀚	〔目{卬左}卩・NVAe〕
䀛	〔目⼓{两撇}・NSSu〕
䀜	〔⼓{两撇}目・SSNv〕
䀝	〔目比・NVb〕
䀞	〔目⺀十・NZEu〕
䀟	〔目弓{介下}・NDTu〕
䀠	〔目目・NNv〕
䀡	〔目⺊口・NLOv〕
䀢	〔目矢・NPi〕
䀣	〔目心㇒・NRPu〕
䀤	〔夕卜目・QLNx〕
䀥	〔目{乐上}小・NVCx〕
䀦	〔目古・NJg〕
䀧	〔目龷八・NHTu〕
䀨	〔目千口・NROv〕
䀩	〔目夂口・NVOv〕
䀪	〔目行・NSx〕
䀫	〔目人一口・NUGO〕
䀬	〔目𠆢王・NUEv〕
䀭	〔目亥・NYh〕
䀮	〔目亠𠃊𫶧・NYCV〕
䀯	〔目甫・NEf〕
䀰	〔目八𠆢口・NTUO〕
䀱	〔目夂丰・NVIf〕
䀲	〔目𠂉母・NPCm〕
䀳	〔目木口・NIOv〕
䀴	〔目一巛工・NGCI〕
䀵	〔目厶矢・NAPi〕
䀶	〔目丶艮・NWBg〕
䀷	〔目土厶力・NJAC〕
䀸	〔扌𠂆丅目・FRJN〕
䀹	〔目大人人・NFUU〕
䀺	〔亻丨攵目・TKPN〕
䀻	〔目由丂・NKEk〕
䀼	〔目辰・NGn〕
䀽	〔目㇒止廴・NPLB〕
䀾	〔石又目・GDNv〕
䀿	〔目扌𠂆丅・NFRJ〕
䁀	〔目扌𠂆丅・NFRJ〕
䁁	〔目亠口小・NYOC〕
䁂	〔臣又目・FDNe〕
䁃	〔目龶𧘇・NERu〕
䁄	〔目土䒑十・NJXE〕
䁅	〔目子皿・NBMm〕
䁆	〔目大电・NFKd〕
䁇	〔宀心㇒目・WRPN〕
䁈	〔户攵目・ZPNh〕
䁉	〔户戈目・ZFNh〕
䁊	〔目又丶目・NDWN〕
䁋	〔目世木・NHIv〕
䁌	〔目田⺝・NKSv〕
䁍	〔目戊一口・NFGO〕
䁎	〔目亠口冖丁・NYQE〕
䁏	〔目覀女・NECv〕
䁐	〔目艹冂大・NHMF〕
䁑	〔目日一⼓{两撇}・NKSS〕
䁒	〔目口耳・NOHe〕
䁓	〔目㐅凵八夊・NTTV〕
䁔	〔目爫干又・NVED〕
䁕	〔目巳七日・NDFK〕
䁗	〔目山一口䒑・NMOX〕
䁘	〔目爫缶・NVPf〕
䁙	〔目日宀女・NKWC〕
䁚	〔目口貝・NONb〕
䁛	〔目鬼・NUg〕
䁜	〔目日⺌兀・NKNG〕
䁝	〔火火冖目・XXQN〕
䁞	〔人人人人丆目・UUGN〕
䁟	〔目⺶工・NXIg〕
䁠	〔目䒑⺕〢八・NXLT〕
䁡	〔目門人・NNUu〕
䁢	〔目方𠂉乛龰・NYBL〕
䁣	〔目車⼂寸・NJWI〕
䁤	〔目亠丷冂古・NYMJ〕
䁥	〔目匚艹𠂇口・NFHO〕
䁦	〔目虍且・NLNq〕
䁧	〔目卄一口夫・NHOJ〕
䁨	〔目亠口子阝・NYBB〕
䁩	〔目魚・NQv〕
䁪	〔目車𠂆丅・NJRJ〕
䁫	〔目黑・NMh〕
䁬	〔目丷𫩏丷日・NXXK〕
䁭	〔目犬犬犬・NJJJ〕
䁮	〔目匚儿匚儿日・NFVK〕
䁯	〔目人一口羽・NUOC〕
䁰	〔目工頁・NIGy〕
䁱	〔目土土土兀・NJJG〕
䁲	〔目罒貝・NMNb〕
䁳	〔目艹犬廾・NHJH〕
䁴	〔目亠囗口日一・NYKG〕
䁵	〔目罒一口𧘇・NMOR〕
䁶	〔目白方攵・NUYP〕
䁷	〔𦥑㐅乂冖目・UTQN〕
䁸	〔目冂龷辰・NMHG〕
䁹	〔目尸口辛・NDOY〕
䁺	〔目罒土䒑十・NMXE〕
䁻	〔目白幺幺木・NUAI〕
䁼	〔目黑土・NMJv〕
䁽	〔目巛囗㐅𠄌{四点}𠄌㇂・NCCC〕
䁾	〔目艹罒戊丶・NHFW〕
䁿	〔黑犬目・MJNh〕
䂀	〔目䒑土禾丂戈・NXEF〕
䂁	〔目⺈口比⺈口儿丶・NQVW〕
䂂	〔目目目隹・NNNT〕
䂃	〔目爫罒⺕厶寸・NVAI〕
䂄	〔目目目隹又・NNTD〕
䂅	〔目言糹糸虫・NYAL〕
䂆	〔矛勹丶・BSWm〕
䂇	〔矛コ十・BDEm〕
䂈	〔矛虫・BLvm〕
䂉	〔矛亻コ矢・BTPm〕
䂊	〔矛⺈口𧰨・BQRm〕
䂋	〔古㐄矛木・JFIg〕
䂌	〔矛音土・BYJm〕
䂍	〔矛日龷八氺・BKAm〕
䂎	〔矛𠂒儿𠂒儿貝・BPNm〕
䂏	〔矢刀口・PDOi〕
䂐	〔矢屮凵・PAAi〕
䂑	〔矢止匕・PLVi〕
䂒	〔矢士口・PJOi〕
䂓	〔矢見・PNji〕
䂔	〔矢土䒑十・PJEi〕
䂕	〔矢{互中}豕・PCGi〕
䂖	〔石丶・GWu〕
䂗	〔石𠤎・GVi〕
䂘	〔石又丶・GDWu〕
䂙	〔石阝・GBv〕
䂚	〔石㐅乂・GTTi〕
䂛	〔石予・GBy〕
䂜	〔石丰・GIf〕
䂝	〔石戈・GFg〕
䂞	〔石木・GIv〕
䂟	〔力口石・COGl〕
䂠	〔石矢・GPi〕
䂡	〔石亻工・GTIg〕
䂢	〔石夂⺀・GVZu〕
䂣	〔石止匕・GLVi〕
䂤	〔石亻寸・GTIc〕
䂥	〔石巳七・GDFq〕
䂦	〔石𠆢彡・GUSs〕
䂧	〔石⺈小・GQCx〕
䂨	〔石𠂆丅丶・GRJW〕
䂩	〔石囗大・GNFd〕
䂪	〔石儿冫{飞右}・GVXT〕
䂫	〔石夂㐄・GVFu〕
䂬	〔工凡石・IQGg〕
䂭	〔石亠八乂・GYTT〕
䂮	〔丰刀石・IDGf〕
䂯	〔石广土・GWJv〕
䂰	〔石禾刂・GRLd〕
䂱	〔石丷口儿・GXOV〕
䂲	〔土厶力石・JACG〕
䂳	〔石人人土・GUUJ〕
䂴	〔石言・GYv〕
䂵	〔石工贝・GIMb〕
䂶	〔石土厶力・GJAC〕
䂷	〔石千丬匕・GRXV〕
䂸	〔石戈口一・GFOG〕
䂹	〔石{炙上}火・GSXv〕
䂺	〔石日木・GKIv〕
䂻	〔石長・GEz〕
䂼	〔石𠆢丶乛心・GUBR〕
䂽	〔石⺊早・GLKz〕
䂾	〔石來・GIl〕
䂿	〔石水日・GAKv〕
䃀	〔石十彐女・GEBC〕
䃁	〔石一{亞下}・GGNu〕
䃂	〔石日比・GKVb〕
䃃	〔石冂䒑亠𠃊・GMYC〕
䃄	〔石亠口小・GYOC〕
䃅	〔石丷日十・GXKE〕
䃆	〔石其・GHq〕
䃇	〔石白巾・GUMj〕
䃈	〔石比白・GVUb〕
䃉	〔石巳七日・GDFK〕
䃊	〔石艹且・GHNq〕
䃋	〔石人一⺝刂・GUSL〕
䃌	〔石覀土・GEJv〕
䃍	〔石䒑𧰨・GXRu〕
䃎	〔石大夕夕・GFQQ〕
䃏	〔石日生・GKPs〕
䃐	〔石穴犬・GWJq〕
䃑	〔石舟殳・GRQs〕
䃒	〔石一口冂䒑⼁・GGXK〕
䃓	〔石一龷冂土・GGMJ〕
䃔	〔石宀口口・GWOO〕
䃕	〔火火冖石・XXQG〕
䃖	〔石烏・GUw〕
䃗	〔石⼹氺刂・GBAL〕
䃘	〔石臣又土・GFDJ〕
䃙	〔石鹿・GWl〕
䃚	〔石方𠂉矢・GYPP〕
䃛	〔石車辶・GJZd〕
䃜	〔匚矢殳石・FPGf〕
䃝	〔石耂子攵・GJBP〕
䃞	〔亠口子九丶石・YOWG〕
䃟	〔石龷⺝攵・GHSP〕
䃠	〔石方𠂉乛龰・GYBL〕
䃡	〔石匚儿匚儿日・GFVK〕
䃢	〔石釒欠・GVQq〕
䃤	〔石彐十片爿・GBTA〕
䃥	〔石音土・GYJv〕
䃦	〔亠口子攵石・YOPG〕
䃧	〔阝夂一生石・BVPG〕
䃨	〔石弓口虫・GDOL〕
䃩	〔石冂龷辰・GMHG〕
䃪	〔石亠囗口日一・GYKG〕
䃫	〔石⺈厂八言・GQTY〕
䃬	〔石山鬼・GMUg〕
䃭	〔石戊一口心・GFOR〕
䃮	〔石土羊辶・GJXZ〕
䃯	〔石白冫{飞右}木・GUTI〕
䃰	〔石宀{祭上}示・GWSF〕
䃱	〔石十戈非一・GELG〕
䃲	〔石舟殳皿・GRQM〕
䃳	〔石巛囗㐅𠄌{四点}𠄌㇂・GCCC〕
䃴	〔石訁耂日・GYJK〕
䃵	〔石衣馬・GWEm〕
䃶	〔石衣罒水・GWMA〕
䃷	〔石亠𠃊口月女凡・GYCQ〕
䃸	〔石人人戈非一・GULG〕
䃹	〔石門木囗丷・GNNX〕
䃺	〔石麻非・GWLf〕
䃻	〔石雨革月・GJHS〕
䃽	〔礻十又・WEDs〕
䃾	〔礻比・WVbs〕
䃿	〔礻夫・WJfs〕
䄀	〔礻戈・WFgs〕
䄁	〔礻世・WHss〕
䄂	〔礻由・WKys〕
䄃	〔礻冂大・WMFs〕
䄄	〔礻囗大・WNFs〕
䄅	〔丷夫示・XJFs〕
䄆	〔礻千口・WROs〕
䄇	〔礻口王・WOEs〕
䄈	〔礻一口䒑・WGXs〕
䄉	〔礻㇒扌戈・WPFs〕
䄊	〔礻士心・WJRs〕
䄋	〔礻大电・WFKs〕
䄌	〔礻又又又又・WDDs〕
䄍	〔礻龷日・WHKs〕
䄎	〔礻大丁口・WFOs〕
䄏	〔礻艹夭・WHRs〕
䄐	〔屮凵示巳・AAFD〕
䄑	〔礻{卬左}七日・WVKs〕
䄒	〔礻𠆢丶乛心・WURs〕
䄓	〔礻白王・WUEs〕
䄔	〔礻㇒虫冂・WPMs〕
䄕	〔礻水田・WAKs〕
䄖	〔礻人一⺝刂・WULs〕
䄗	〔示片爿一・FTGs〕
䄘	〔礻亠丷冖方・WYYs〕
䄙	〔礻冖日亠八・WQTs〕
䄚	〔礻龷日日・WHKs〕
䄛	〔礻口十口女・WOCs〕
䄜	〔礻文凵冂厶・WYAs〕
䄝	〔礻一夫臼・WGUs〕
䄟	〔毛毛毛示・RRFm〕
䄠	〔礻亠囗口日一・WYGs〕
䄡	〔礻⺈厂八言・WQYs〕
䄢	〔礻亠丷⼁刀{卬左}⼂{介下}二・WYEs〕
䄤	〔礻木口⺈貝・WINs〕
䄥	〔礻雨口口口工人人・WJUs〕
䄦	〔禾了・RBl〕
䄧	〔禾乃・RAn〕
䄨	〔禾一{于下}・RGIu〕
䄩	〔禾弋・RFi〕
䄪	〔禾勹丶・RSWu〕
䄫	〔禾己・RDj〕
䄬	〔禾也・RBe〕
䄭	〔禾千・RRq〕
䄮	〔禾夫・RJf〕
䄯	〔禾一廾・RGHv〕
䄰	〔禾牙・RFy〕
䄱	〔禾方・RYu〕
䄲	〔禾冂人・RMUu〕
䄳	〔禾止・RLz〕
䄴	〔禾月・RSv〕
䄵	〔禾ヰ・RFu〕
䄶	〔禾弓{介下}・RDTu〕
䄷	〔禾石・RGv〕
䄸	〔禾白・RUb〕
䄹	〔禾𠆢千・RURq〕
䄺	〔禾大弓・RFDg〕
䄻	〔禾儿冫{飞右}・RVXT〕
䄽	〔禾西・REx〕
䄾	〔禾戈𠂇・RFHu〕
䄿	〔禾电⼃・RKPu〕
䅀	〔禾歹刂・RGLd〕
䅁	〔宀女禾・WCRv〕
䅂	〔禾夂口・RVOv〕
䅃	〔工凡禾・IQRg〕
䅄	〔禾力力力・RCCC〕
䅅	〔禾土土・RJJv〕
䅆	〔禾冫欠・RXQq〕
䅇	〔覀禾・ERvx〕
䅈	〔丷夫禾・XJRv〕
䅉	〔禾丌䒑・RHXu〕
䅊	〔禾广㇒七・RWPF〕
䅋	〔禾⺈口儿・RQOV〕
䅌	〔禾口⺝・ROSv〕
䅍	〔禾𡈼廴・RRBd〕
䅎	〔禾禾乃・RRAn〕
䅏	〔禾尸毛・RDRm〕
䅐	〔禾見・RNj〕
䅑	〔禾爫女・RVCv〕
䅒	〔禾艹亠𠃊・RHYC〕
䅓	〔禾勹口又・RSOD〕
䅔	〔禾巛田・RCKt〕
䅕	〔禾尸古・RDJg〕
䅖	〔禾大电・RFKd〕
䅗	〔禾禾女・RRCv〕
䅘	〔禾來・RIl〕
䅙	〔禾日比・RKVb〕
䅚	〔禾丷夫㔾・RXJB〕
䅛	〔禾日曰・RKKu〕
䅜	〔禾壬龷・RRHu〕
䅝	〔禾穴工・RWIg〕
䅞	〔禾日一寸・RKGI〕
䅠	〔禾日一龰・RKGL〕
䅡	〔禾頁・RGy〕
䅢	〔禾由⺝・RKSv〕
䅣	〔禾白王・RUEv〕
䅤	〔禾千臼・RRUj〕
䅥	〔禾日勹人𠃊・RKUC〕
䅦	〔禾艹田・RHKt〕
䅧	〔禾音・RYn〕
䅨	〔禾禾日・RRKv〕
䅩	〔禾十又口八・REOT〕
䅪	〔禾口丄贝・ROOM〕
䅫	〔禾亠日小・RYKC〕
䅬	〔禾䒑八皿・RXTM〕
䅭	〔禾亠丷冖方・RYQY〕
䅮	〔禾𠆢丶⺕丿口・RUPO〕
䅯	〔禾广コ古・RWDJ〕
䅰	〔禾囗大心・RNFR〕
䅱	〔禾山一口䒑・RMOX〕
䅲	〔禾耂匕日・RJVK〕
䅳	〔禾勹䶹勹䶹・RSSA〕
䅴	〔禾十冖糸・REQA〕
䅵	〔禾䒑土灬・RXJX〕
䅶	〔禾辰寸・RGIc〕
䅷	〔禾艹𠆢一朩・RHGI〕
䅸	〔禾艹辛・RHYx〕
䅹	〔禾口十口女・ROOC〕
䅺	〔禾覀示・REFs〕
䅻	〔禾文凵冂厶・RYMA〕
䅼	〔禾日罒又・RKMD〕
䅽	〔士𠃜殳禾・JDQR〕
䅾	〔禾匚儿匚儿日・RFVK〕
䅿	〔禾艹干龷・RHEH〕
䆀	〔禾黑・RMh〕
䆁	〔禾罒土䒑十・RMXE〕
䆂	〔禾广䒑⺕〢八・RWLT〕
䆃	〔䒑自辶禾・XTZR〕
䆄	〔禾亠囗口日一・RYKG〕
䆅	〔禾冫欠貝・RXQN〕
䆆	〔禾口口口木・ROOI〕
䆇	〔禾𠘨鳥・RQUn〕
䆈	〔禾尸氺牛辶・RDPZ〕
䆉	〔禾罒厶⺝匕匕・RMVV〕
䆊	〔禾丬匕田龷八・RXHT〕
䆌	〔禾禾尤言・RRJY〕
䆍	〔禾立⺝{龍右}・RYSL〕
䆎	〔禾人人戈非一・RULG〕
䆏	〔禾米田龷八・RXHT〕
䆐	〔一夫禾一夫禾一夫禾・GJJR〕
䆑	〔穴丁・WEdx〕
䆒	〔穴九丶・WRWx〕
䆓	〔穴厶儿・WAVx〕
䆔	〔穴口丨・WOKx〕
䆕	〔穴𠃍大・WBFx〕
䆖	〔穴𠂇厶・WHAx〕
䆗	〔穴口丩・WOAx〕
䆘	〔穴甲・WKjx〕
䆙	〔穴一止・WGLx〕
䆚	〔穴冂一口・WMOx〕
䆛	〔穴口㇒七・WOFx〕
䆜	〔穴𠂇⺝・WHSx〕
䆝	〔穴㇒皿・WPMx〕
䆞	〔穴日匕・WKVx〕
䆟	〔穴人一口・WUOx〕
䆠	〔穴臣・WFex〕
䆡	〔穴丶艮・WWBx〕
䆢	〔穴扌𠃍大・WFFx〕
䆣	〔穴辰・WGnx〕
䆤	〔穴身・WTsx〕
䆥	〔穴豕・WGsx〕
䆦	〔穴火火・WXXx〕
䆧	〔穴禾女・WRCx〕
䆨	〔穴日一大・WKFx〕
䆩	〔穴目大・WNFx〕
䆪	〔⺌兀穴工・NGWI〕
䆫	〔穴⼓{两撇}丶心・WSRx〕
䆬	〔穴口貝・WONx〕
䆭	〔穴車干・WJEx〕
䆮	〔穴氵⺕冖又・WZDx〕
䆯	〔穴又又又又女・WDCx〕
䆰	〔穴匚口口口・WFOx〕
䆱	〔穴氵火火・WZXx〕
䆲	〔穴广⺕氺・WWAx〕
䆳	〔穴豕辶・WGZx〕
䆵	〔穴丷𫩏丷日・WXKx〕
䆶	〔穴隹灬・WTXx〕
䆷	〔穴矛冂八口・WBOx〕
䆸	〔穴癶一口䒑・WDXx〕
䆹	〔穴音土・WYJx〕
䆺	〔穴㇒米田・WPKx〕
䆻	〔穴乛耳攵・WBPx〕
䆼	〔穴冎口辶・WNZx〕
䆽	〔穴虍豕・WLGx〕
䆾	〔穴臣{⺮右}皿・WFMx〕
䆿	〔穴爿自木・WAIx〕
䇀	〔穴革耳・WHHx〕
䇁	〔穴魚羊・WQXx〕
䇂	〔立丨・YKul〕
䇃	〔立巳・YDsl〕
䇄	〔立𠂉乙・YPBl〕
䇅	〔立戈・YFgl〕
䇆	〔立⺀十・YZEl〕
䇇	〔立巳七・YDFl〕
䇈	〔立又土・YDJl〕
䇉	〔立石・YGvl〕
䇊	〔立广厶・YWAl〕
䇋	〔立夕夕・YQQl〕
䇌	〔立⺌⺝・YNSl〕
䇍	〔立口龰・YOLl〕
䇎	〔立龷日・YHKl〕
䇏	〔立亠口子・YYBl〕
䇐	〔立⺕氺・YBAl〕
䇑	〔立白千・YURl〕
䇒	〔⺕厶匚儿立・BAVY〕
䇓	〔彡頁立・SGYs〕
䇔	〔亠𠃊口月立凡・YCYQ〕
䇕	〔立雨而・YJGl〕
䇖	〔𥫗⼓⼃・PSPu〕
䇗	〔𥫗八厶・PTAi〕
䇘	〔𥫗二{互中}・PECu〕
䇙	〔𥫗弓丨・PDKu〕
䇚	〔𥫗亻卜・PTLb〕
䇛	〔𥫗止・PLz〕
䇜	〔𥫗欠・PQq〕
䇝	〔𥫗戈・PFg〕
䇞	〔𥫗卄二・PHEe〕
䇟	〔𥫗夕力・PQCl〕
䇠	〔𥫗丶王・PWEv〕
䇡	〔𥫗宀丁・PWEd〕
䇢	〔𥫗古・PJg〕
䇣	〔𥫗𠆢小・PUCx〕
䇤	〔𥫗一冂人・PGMU〕
䇥	〔𥫗一止・PGLz〕
䇦	〔𥫗冂大・PMFd〕
䇨	〔𥫗夂㐄・PVFu〕
䇩	〔𥫗电⼃・PKPu〕
䇪	〔𥫗至・PFz〕
䇫	〔𥫗匚丨口丨・PFOK〕
䇬	〔𥫗㇒未・PPIw〕
䇭	〔𥫗耂匕・PJVi〕
䇮	〔𥫗亻壬・PTRr〕
䇯	〔𥫗耳・PHe〕
䇰	〔𥫗乛水一・PBAG〕
䇱	〔𥫗囗夊・PNVu〕
䇲	〔𥫗夫丷・PJXu〕
䇳	〔𥫗二戈・PEFg〕
䇴	〔𥫗西・PEx〕
䇵	〔𥫗氵𠂆丅・PZRJ〕
䇶	〔𥫗⺈用・PQSy〕
䇷	〔𥫗口力刂・POCL〕
䇸	〔𥫗口王・POEv〕
䇹	〔𥫗⺕丿口・PBPO〕
䇺	〔𥫗一口䒑・PGOX〕
䇻	〔𥫗尸毛・PDRm〕
䇼	〔𥫗口巴・PODb〕
䇽	〔𥫗扌𠂆丅・PFRJ〕
䇾	〔𥫗言・PYv〕
䇿	〔𥫗木口・PIOv〕
䈀	〔𥫗冊刂・PmLd〕
䈁	〔𥫗人一𠕁・PUGM〕
䈂	〔𥫗䒑廾・PXHv〕
䈃	〔𥫗氵刀口・PZDO〕
䈄	〔𥫗乛水凵・PBAA〕
䈅	〔𥫗戈口一・PFOG〕
䈆	〔𥫗户犬・PZJq〕
䈇	〔𥫗⺊早・PLKz〕
䈈	〔𥫗月巴・PSDb〕
䈉	〔𥫗立女・PYCv〕
䈊	〔𥫗土八夊・PJTV〕
䈋	〔𥫗水日・PAKv〕
䈌	〔𥫗氵且・PZNq〕
䈍	〔𥫗亠𠃊目・PYCN〕
䈎	〔𥫗世木・PHIv〕
䈏	〔𥫗一口田・PGOK〕
䈐	〔𥫗忄𠂇火・PUHX〕
䈑	〔𥫗冎口・PNOv〕
䈒	〔𥫗十冂䒑十・PEXE〕
䈓	〔𥫗日勹人𠃊・PKUC〕
䈔	〔𥫗尸二コ又・PDDD〕
䈕	〔𥫗日一龰・PKGL〕
䈖	〔𥫗禾⺀十・PRZE〕
䈗	〔𥫗亻厶八夊・PTTV〕
䈘	〔𥫗䒑幺幺・PXAA〕
䈙	〔𥫗糹寸・PAIc〕
䈚	〔𥫗厶口心・PAOR〕
䈛	〔𥫗⺊𠕁又・PLMD〕
䈜	〔𥫗亻⺕冖又・PTQD〕
䈝	〔𥫗乛龰⺝・PBLS〕
䈞	〔𥫗亠口日・PYOK〕
䈟	〔𥫗貝刂・PNLd〕
䈠	〔𥫗爫干又・PVED〕
䈡	〔𥫗⼓{两撇}丶心・PSWR〕
䈢	〔𥫗厶口木・PAOI〕
䈣	〔𥫗一止攵・PGLP〕
䈤	〔𥫗木卄二・PIHE〕
䈥	〔𥫗⺈用力・PQSC〕
䈦	〔𥫗㐅凵八夊・PTTV〕
䈨	〔𥫗阝艮・PBBg〕
䈩	〔𥫗人二⺍刂・PUZL〕
䈪	〔𥫗一口冂䒑⼁・PGXK〕
䈫	〔𥫗糹冂人・PAMU〕
䈬	〔𥫗氵甫・PZEf〕
䈭	〔𥫗鬼・PUg〕
䈮	〔𥫗立勹口・PYSO〕
䈯	〔𥫗十{具上}八・PENT〕
